Date,Description,Original Description,Category,Amount,Status
2025-01-13,"Amazon","AMAZON MKTPL*Z55UV7IM2   Amzn.com/billWA",Shopping,-9.73,Posted
2025-01-13,"Ott Dropout","OTT* DROPOUT             DROPOUT.TV   CA",Television,-5.99,Posted
2025-01-09,"Amazon","AMAZON MKTPL*ZD04M9GR0   Amzn.com/billWA",Shopping,-29.17,Posted
2025-01-08,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-62.44,Posted
2025-01-08,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-17.43,Posted
2025-01-08,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-12.20,Posted
2025-01-07,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********5077",Babysitter & Daycare,-255.00,Posted
2025-01-07,"Amazon","AMAZON MKTPL*ZD3EC5TK0   Amzn.com/billWA",Shopping,-155.91,Posted
2025-01-07,"Affirm","AFFIRM   PAY 7R5         SAN FRANCISCOCA",Financial,-38.10,Posted
2025-01-07,"ExxonMobil","EXXON CHECKOUT #74       KATY         TX",Gas,-37.31,Posted
2025-01-07,"Checkout","CHECKOUT #74             KATY         TX",Gas,-6.16,Posted
2025-01-07,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-4.99,Posted
2025-01-06,"TD Bank","TD BANK          PAYMENT    ***********RILL",Transfer,-57.61,Posted
2025-01-06,"McDonald's","MCDONALD'S F40619        KATY         TX",Fast Food,-35.00,Posted
2025-01-06,"Amazon","Amazon.com*ZP6XD3DN0     Amzn.com/billWA",Shopping,-27.74,Posted
2025-01-06,"Amazon","AMAZON MKTPL*ZD19E4X02   Amzn.com/billWA",Shopping,-22.72,Posted
2025-01-06,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-7.99,Posted
2025-01-06,"Target","TARGET        00028829   KATY         TX",Shopping,-4.28,Posted
2025-01-06,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2025-01-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0478",Home Improvement,-200.00,Posted
2025-01-03,"Waller County Mu","WALLER COUNTY MU FBS MDS WA ***********",Gas,-146.83,Posted
2025-01-03,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2025-01-02,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********0140",Financial,-396.60,Posted
2025-01-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2025-01-02,"Zelle Transfer to Itziar","Zelle: Itziar",Transfer,-264.00,Posted
2025-01-02,"H-E-B","H-E-B #797               KATY         TX",Groceries,-96.78,Posted
2025-01-02,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-29.59,Posted
2025-01-02,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2025-01-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2025-01-02,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-7.00,Posted
2025-01-02,"H-E-B","H-E-B #797               KATY         TX",Groceries,-0.77,Posted
2024-12-31,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2024-12-31,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********0561",Babysitter & Daycare,-255.00,Posted
2024-12-31,"Transfer to Venmo","VENMO            PAYMENT    ***********8006",Transfer,-155.00,Posted
2024-12-31,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2024-12-30,"CAPITAL ONE      TRANSFER   ***********F80A","CAPITAL ONE      TRANSFER   ***********F80A",Category Pending,-420.00,Posted
2024-12-30,"GEXA ENERGY      ELECTRIC   ***********1275","GEXA ENERGY      ELECTRIC   ***********1275",Category Pending,-197.20,Posted
2024-12-30,"PAYPAL           INST XFER  ***********.COM","PAYPAL           INST XFER  ***********.COM",Category Pending,-22.99,Posted
2024-12-30,"Zelle: Itziar","Zelle: Itziar",Category Pending,-175.00,Posted
2024-12-30,"YouTube Premium","GOOGLE *YouTubePremium   g.co/helppay#CA",Entertainment,-22.99,Posted
2024-12-30,"ALKAMI TECH      PAYROLL    ***********0993","ALKAMI TECH      PAYROLL    ***********0993",Category Pending,5174.56,Posted
2024-12-30,"ALKAMI TECHNOLOG DIRECT-PAY ***********6881","ALKAMI TECHNOLOG DIRECT-PAY ***********6881",Category Pending,360.46,Posted
2024-12-27,"SUNNOVA          SOLAR      ***********5183","SUNNOVA          SOLAR      ***********5183",Category Pending,-96.02,Posted
2024-12-27,"CPENERGY ENTEX   ENT ACH DR ***********7098","CPENERGY ENTEX   ENT ACH DR ***********7098",Category Pending,-39.00,Posted
2024-12-27,"CRUNCHYROLL *MEMBERSHI   415-503-9235 CA","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Category Pending,-8.62,Posted
2024-12-26,"ETSY  INC.               BROOKLYN     NY","ETSY  INC.               BROOKLYN     NY",Category Pending,-35.45,Posted
2024-12-26,"SQ *GLAZE DOUGHNUTS      Katy         TX","SQ *GLAZE DOUGHNUTS      Katy         TX",Category Pending,-20.94,Posted
2024-12-26,"IAH PARKING AREA C       HOUSTON      TX","IAH PARKING AREA C       HOUSTON      TX",Category Pending,-10.00,Posted
2024-12-26,"DEPOSIT@MOBILE","DEPOSIT@MOBILE",Category Pending,200.00,Posted
2024-12-24,"LITTLE HANDS LEA 2819615495 ***********5659","LITTLE HANDS LEA 2819615495 ***********5659",Category Pending,-255.00,Posted
2024-12-24,"PAYPAL           INST XFER  ***********YIN4","PAYPAL           INST XFER  ***********YIN4",Category Pending,-62.43,Posted
2024-12-24,"PAYPAL           INST XFER  ***********YIN4","PAYPAL           INST XFER  ***********YIN4",Category Pending,-17.43,Posted
2024-12-24,"GOOGLE *Pokemon          855-836-3987 CA","GOOGLE *Pokemon          855-836-3987 CA",Category Pending,-2.99,Posted
2024-12-24,"Zelle: Arthur Morrill","Zelle: Arthur Morrill",Category Pending,500.00,Posted
2024-12-23,"USAA CREDIT CARD PAYMENT    ***********4284","USAA CREDIT CARD PAYMENT    ***********4284",Category Pending,-121.00,Posted
2024-12-23,"USAA CREDIT CARD PAYMENT    ***********2531","USAA CREDIT CARD PAYMENT    ***********2531",Category Pending,-51.00,Posted
2024-12-23,"PAN PA' VENEZUELA        KATY         TX","PAN PA' VENEZUELA        KATY         TX",Category Pending,-42.22,Posted
2024-12-23,"BONA FITNESS AND WELLNE  713-977-2662 TX","BONA FITNESS AND WELLNE  713-977-2662 TX",Category Pending,-40.00,Posted
2024-12-23,"AFFIRM.COM PAYMENTS      AFFIRM.COM   CA","AFFIRM.COM PAYMENTS      AFFIRM.COM   CA",Category Pending,-38.10,Posted
2024-12-23,"AMAZON MKTPL*Z90LI2VJ0   Amzn.com/billWA","AMAZON MKTPL*Z90LI2VJ0   Amzn.com/billWA",Category Pending,-26.52,Posted
2024-12-23,"TST*SNAPPYS CAFE & GRIL  Katy         TX","TST*SNAPPYS CAFE & GRIL  Katy         TX",Category Pending,-21.08,Posted
2024-12-23,"Amazon","AMAZON MKTPL*Z18KW6YR1   Amzn.com/billWA",Shopping,-16.55,Posted
2024-12-23,"Amazon","AMAZON MKTPL*Z92YB6JO1   Amzn.com/billWA",Shopping,-13.79,Posted
2024-12-23,"Smarte Carte","Strollers SmarteCarte 1  Katy         TX",Travel,-12.00,Posted
2024-12-23,"Heritage Amusements Katy","SQ *HERITAGE AMUSEMENTS  Katy         TX",Entertainment,-10.00,Posted
2024-12-23,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-12-23,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,364.50,Posted
2024-12-23,"Capital One","CAPITAL ONE      TRANSFER   RT0B17387B03E51",Transfer,200.00,Posted
2024-12-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2024-12-20,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-76.87,Posted
2024-12-20,"Shell","SHELL SERVICE STATION    KATY         TX",Gas,-40.47,Posted
2024-12-20,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-18.00,Posted
2024-12-20,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-12.62,Posted
2024-12-20,"Amazon","AMZN Digital*Z19R19IT1   888-802-3080 WA",Entertainment,-1.99,Posted
2024-12-19,"Fidium Fiber Cy","FIDIUM FIBER     BILLPAY    ***********CY P",Utilities,-86.45,Posted
2024-12-19,"H-E-B","H-E-B #797               KATY         TX",Groceries,-262.43,Posted
2024-12-19,"Amazon","AMAZON MKTPL*Z997Y7O30   Amzn.com/billWA",Shopping,-121.74,Posted
2024-12-19,"H-E-B","H-E-B #797               KATY         TX",Groceries,-32.80,Posted
2024-12-19,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-7.57,Posted
2024-12-19,"USAA Transfer","USAA FUNDS TRANSFER DB",Transfer,-3.00,Posted
2024-12-18,"Interest Paid","INTEREST PAID",Interest Income,0.02,Posted
2024-12-18,"Domino's","DOMINO'S 6740            734-930-3030 TX",Fast Food,-60.16,Posted
2024-12-18,"Ali","ALI06300                 KATY         TX",Cash,-43.00,Posted
2024-12-18,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-16.03,Posted
2024-12-18,"Amazon","AMAZON MKTPL*Z90IV1AX2   Amzn.com/billWA",Shopping,-10.81,Posted
2024-12-18,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-8.63,Posted
2024-12-18,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-3.24,Posted
2024-12-18,"ATM Fee Rebate","ATM REBATE",Atm Fee,3.00,Posted
2024-12-17,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********2267",Babysitter & Daycare,-255.00,Posted
2024-12-17,"Pentagon Federal Transfer","PENTAGON FEDERAL TRNSFR DR  ***********4968",Transfer,-180.00,Posted
2024-12-17,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-65.51,Posted
2024-12-17,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-40.94,Posted
2024-12-17,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-5.14,Posted
2024-12-16,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********2973",Mortgage & Rent,-3117.00,Posted
2024-12-16,"Capital One","CAPITAL ONE      TRANSFER   ***********8AB3",Transfer,-420.00,Posted
2024-12-16,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0068",Credit Card Payment,-300.00,Posted
2024-12-16,"Firstmark","FIRSTMARK        PAYMENTS   ***********1304",Student Loan,-110.90,Posted
2024-12-16,"H-E-B","H-E-B #797               KATY         TX",Groceries,-60.57,Posted
2024-12-16,"Great Wrap Katy Mills","GREAT WRAP KATY MILLS    KATY         TX",Fast Food,-37.93,Posted
2024-12-16,"CVS","CVS/PHARMACY #01 01996-  KATY         TX",Pharmacy,-35.21,Posted
2024-12-16,"Oculus","OCULUS *57TY9HUWL2       oculus.com   CA",Entertainment,-32.46,Posted
2024-12-16,"KFC via DoorDash","DD *DOORDASH KFC         WWW.DOORDASH.CA",Food & Dining,-27.32,Posted
2024-12-16,"Funbox Houston","SQ *FUNBOX HOUSTON       Houston      TX",Entertainment,-26.80,Posted
2024-12-16,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-22.99,Posted
2024-12-16,"Amazon","AMAZON MKTPL*ZX8RL8BT1   Amzn.com/billWA",Shopping,-14.98,Posted
2024-12-16,"Amazon","Amazon.com*ZX0RP9YH0     Amzn.com/billWA",Shopping,-12.94,Posted
2024-12-16,"Oakville Norton","OBSIDIAN.MD              OAKVILLE NORTON",Shopping,-10.10,Posted
2024-12-16,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-12-16,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-8.39,Posted
2024-12-16,"Defense Finance and Accounting Service","DFAS-IN  IND, IN ARMY RC    ***********4858",Paycheck,32.56,Posted
2024-12-13,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********4661",Credit Card Payment,-114.23,Posted
2024-12-13,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-76.87,Posted
2024-12-13,"Amazon","AMAZON MKTPL*Z19C34F02   Amzn.com/billWA",Shopping,-40.03,Posted
2024-12-13,"Disney+","Roku for Disney Electro  816-2728107  DE",Television,-15.99,Posted
2024-12-13,"7-Eleven","7-ELEVEN 42205           HEARNE       TX",Gas,-12.63,Posted
2024-12-13,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-9.99,Posted
2024-12-13,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-8.70,Posted
2024-12-13,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-6.25,Posted
2024-12-13,"Alkami Tech Payroll","ALKAMI TECH      PAYROLL    ***********0993",Paycheck,5174.55,Posted
2024-12-12,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-50.00,Posted
2024-12-12,"Buc-ee's","BUC-EE'S #               KATY         TX",Gas,-36.22,Posted
2024-12-12,"Buc-ee's","BUC-EE'S #               HILLSBORO    TX",Fast Food,-26.04,Posted
2024-12-12,"Py Hteao","PY *HTEAO KATY           KATY         TX",Fast Food,-8.42,Posted
2024-12-12,"Ott Dropout Dropca","OTT* DROPOUT             HTTPSWWW.DROPCA",Utilities,-5.99,Posted
2024-12-11,"Med Memorial Hermann","MED*MEMORIAL HERMANN     713-338-5502 TX",Doctor,-50.00,Posted
2024-12-11,"Murphy USA","MURPHY6548ATWALMART      DALLAS       TX",Gas,-44.49,Posted
2024-12-11,"Sunoco","SUNOCO 8002059902        KATY         TX",Gas,-40.34,Posted
2024-12-11,"Amazon","AMAZON MKTPL*ZX1BZ85C2   Amzn.com/billWA",Shopping,-26.99,Posted
2024-12-11,"Taco Bell","TACO BELL 027800         KATY         TX",Fast Food,-24.44,Posted
2024-12-11,"Chevron","CHEVRON 0374708          BROOKSHIRE   TX",Gas,-20.60,Posted
2024-12-11,"Buc-ee's","BUC-EE'S #40             KATY         TX",Fast Food,-13.38,Posted
2024-12-10,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********7422",Babysitter & Daycare,-255.00,Posted
2024-12-10,"Brookshire Brothers","BROOKSHIRE BROTHERS #9   KATY         TX",Groceries,-59.50,Posted
2024-12-10,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-49.99,Posted
2024-12-10,"Subway","Subway 50508             Katy         TX",Fast Food,-39.63,Posted
2024-12-10,"Amazon","AMAZON MKTPL*ZR8WF5MD1   Amzn.com/billWA",Shopping,-32.46,Posted
2024-12-10,"Amazon","AMAZON MKTPL*ZX7JO8GY2   Amzn.com/billWA",Shopping,-18.39,Posted
2024-12-10,"Amazon","AMAZON MKTPL*ZR94Y7MF1   Amzn.com/billWA",Shopping,-18.39,Posted
2024-12-10,"McDonald's","MCDONALD'S F35857        RICHMOND     TX",Fast Food,-16.01,Posted
2024-12-10,"Amazon","AMAZON MKTPL*ZR5470MO1   Amzn.com/billWA",Shopping,-6.48,Posted
2024-12-09,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-62.43,Posted
2024-12-09,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-17.43,Posted
2024-12-09,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-267.22,Posted
2024-12-09,"Humble Grounds Coff","TST*HUMBLE GROUNDS COFF  Katy         TX",Groceries,-23.09,Posted
2024-12-09,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-12-09,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-2.99,Posted
2024-12-06,"PayPal Purchase","PAYPAL           INST XFER  ***********LATE",Uncategorized,-76.87,Posted
2024-12-06,"BENEFEDS Dental and Vision","FEDVIP-BENEFEDS  FEDVIPPREM ***********4V01",Health & Fitness,-11.98,Posted
2024-12-06,"Zelle Transfer to Eyad Essa","Zelle: Eyad Essa",Transfer,-150.00,Posted
2024-12-06,"Eatery","JLB EATERY - KATY        KATY         TX",Fast Food,-98.42,Posted
2024-12-06,"Amazon","AMAZON MKTPL*ZR3L083E0   Amzn.com/billWA",Shopping,-31.56,Posted
2024-12-06,"Peacock TV","Roku for Peacock TV LLC  816-2728107  DE",Television,-7.99,Posted
2024-12-05,"Bass Pro Shops","BASS PRO STORE KATY/HO   KATY         TX",Sporting Goods,-32.45,Posted
2024-12-05,"TikTok Shop","TikTok Shop TikTok Shop  Mountain ViewCA",Shopping,-25.24,Posted
2024-12-05,"Oculus","OCULUS *ATX4FH4WL2       oculus.com   CA",Entertainment,-10.81,Posted
2024-12-04,"Gexa Energy Electric","GEXA ENERGY      ELECTRIC   ***********8567",Utilities,-260.03,Posted
2024-12-04,"TD Bank","TD BANK          PAYMENT    ***********RILL",Transfer,-57.61,Posted
2024-12-04,"Katy Isd","RVT*Katy ISD     2813966000 ***********",Education,-57.58,Posted
2024-12-04,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-37.28,Posted
2024-12-04,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-12.26,Posted
2024-12-04,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-11.19,Posted
2024-12-04,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-12-04,"H-E-B","H-E-B #797               KATY         TX",Groceries,-0.77,Posted
2024-12-03,"USAA Property and Casualty Insurance","USAA P&C         AUTOPAY    ***********0140",Financial,-396.60,Posted
2024-12-03,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********5041",Babysitter & Daycare,-255.00,Posted
2024-12-03,"The Home Depot","HOME DEPOT       AUTO PYMT  ***********0082",Home Improvement,-200.00,Posted
2024-12-03,"Waller County Mu","WALLER COUNTY MU FBS MDS WA ***********",Gas,-170.48,Posted
2024-12-03,"Pitstop Express","PITSTOP EXPRESS #28      KATY         TX",Gas,-40.30,Posted
2024-12-03,"PJ's Coffee","SQ *PJ'S COFFEE OF NEW   Katy         TX",Coffee Shops,-18.73,Posted
2024-12-03,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-12-02,"Hyundai Motor Finance","HMF              HMFUSA.com ***********5062",Auto Payment,-869.76,Posted
2024-12-02,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2024-12-02,"Mint Mobile","MINT MOBILE              800-683-7392 CA",Mobile Phone,-390.43,Posted
2024-12-02,"H-E-B","H-E-B #797               KATY         TX",Groceries,-199.73,Posted
2024-12-02,"H-E-B","HEB ONLINE #108          855-803-0611 TX",Groceries,-151.31,Posted
2024-12-02,"McDonald's","MCDONALD'S F13012        KATY         TX",Fast Food,-40.30,Posted
2024-12-02,"Amazon","Amazon.com*Z37RT2US1     Amzn.com/billWA",Shopping,-36.44,Posted
2024-12-02,"Inside the Beltway","441 INSIDE THE BELTWAY   LAS VEGAS    DC",Shopping,-31.76,Posted
2024-12-02,"Dunkin'","DUNKIN DONUTS WASHINGT   WASHINGTON   DC",Coffee Shops,-26.49,Posted
2024-12-02,"Starbucks","STARBUCKS 800-782-7282   800-782-7282 WA",Coffee Shops,-25.00,Posted
2024-12-02,"Adobe","Adobe Inc                800-8336687  CA",Electronics & Software,-19.99,Posted
2024-12-02,"Amazon","AMAZON MKTPL*Z33YB6IX0   Amzn.com/billWA",Shopping,-17.03,Posted
2024-12-02,"Pinwheel.com","PINWHEEL KID PHONE       PINWHEEL.COM TX",Bills & Utilities,-14.99,Posted
2024-12-02,"Yellowdig.com","WWW.YELLOWDIG.COM        WWW.YELLOWDIGPA",Electronics & Software,-14.95,Posted
2024-12-02,"Inside the Beltway","441 INSIDE THE BELTWAY   LAS VEGAS    DC",Shopping,-13.81,Posted
2024-12-02,"Roku","The Roku Channel         816-2728107  DE",Television,-12.99,Posted
2024-12-02,"Amazon","AMAZON MKTPL*ZL3DD0EZ2   Amzn.com/billWA",Shopping,-11.90,Posted
2024-12-02,"United Airlines Inflight Purchase","UA INFLT    01644529039  HOUSTON      TX",Air Travel,-10.00,Posted
2024-12-02,"United Airlines Inflight Purchase","UA INFLT    01644529039  HOUSTON      TX",Air Travel,-10.00,Posted
2024-12-02,"United Airlines Inflight Purchase","UA INFLT    01644529039  HOUSTON      TX",Air Travel,-10.00,Posted
2024-12-02,"Patreon","Patreon* Membership      Internet     CA",Entertainment,-7.00,Posted
2024-12-02,"United Airlines Inflight Purchase","UA INFLT    01644529039  HOUSTON      TX",Air Travel,-5.00,Posted
2024-12-02,"United Airlines Inflight Purchase","UA INFLT    01644529039  HOUSTON      TX",Air Travel,-5.00,Posted
2024-12-02,"Oculus","OCULUS *Meta Platform    650-5434800  CA",Entertainment,-1.00,Posted
2024-12-02,"Oculus","OCULUS *Meta Platform    650-5434800  CA",Entertainment,1.00,Posted
2024-11-29,"Capital One","CAPITAL ONE      TRANSFER   ***********DC9C",Transfer,-420.00,Posted
2024-11-29,"PayPal Purchase","PAYPAL           INST XFER  ***********.COM",Uncategorized,-22.99,Posted
2024-11-29,"Hands Birth","IN HIS HANDS BIRTH 99    800-247-4045 TX",Health & Fitness,-133.64,Posted
2024-11-29,"YouTube Premium","GOOGLE *YouTubePremium   g.co/helppay#CA",Entertainment,-22.99,Posted
2024-11-29,"Greenlight","GREENLIGHT       APP        GREENLIGHT",Allowance,150.00,Posted
2024-11-27,"Harris Teeter","HARRIS TEETER #0332      CHARLOTTESVILVA",Groceries,-18.49,Posted
2024-11-27,"Crunchyroll","CRUNCHYROLL *MEMBERSHI   415-503-9235 CA",Movies & Dvds,-8.62,Posted
2024-11-27,"Education Benefits for Veterans","VAED TREAS 310   XXVA EDUC  ***********3600",Income,559.25,Posted
2024-11-26,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********3780",Babysitter & Daycare,-255.00,Posted
2024-11-26,"Harris Teeter","HARRIS TEETER #0332      CHARLOTTESVILVA",Groceries,-40.69,Posted
2024-11-26,"Apple","APPLE.COM/BILL           866-712-7753 CA",Electronics & Software,-9.99,Posted
2024-11-26,"Alkami Tech Payroll","ALKAMI TECH      PAYROLL    ***********0993",Paycheck,5174.55,Posted
2024-11-26,"USAA Transfer","USAA FUNDS TRANSFER CR",Transfer,723.00,Posted
2024-11-25,"Citi Credit Card Payment","CITI AUTOPAY     PAYMENT    ***********0222",Credit Card Payment,-237.50,Posted
2024-11-25,"PayPal Pay in 4","PAYPAL           INST XFER  ***********YIN4",Shopping,-62.44,Posted
2024-11-25,"Harris Teeter","HARRIS TEETER            704-716-2000 NC",Groceries,-169.42,Posted
2024-11-25,"Mi Rancho","TST*MI RANCHO CROZET     Crozet       VA",Restaurants,-78.18,Posted
2024-11-25,"Harris Teeter","HARRIS TEETER #0332      CHARLOTTESVILVA",Groceries,-55.29,Posted
2024-11-25,"Surge Entertainment by Virginia Beacva","SURGE ENTERTAINMENT BY   VIRGINIA BEACVA",Entertainment,-34.87,Posted
2024-11-25,"Nyx","Nyx*877-494-3833 EVGO S  HUNT VALLEY  MD",Utilities,-28.12,Posted
2024-11-25,"Kid Med Short Pump","KID MED SHORT PUMP       804-4225347  VA",Doctor,-25.00,Posted
2024-11-25,"Surge Entertainment by Virginia Beacva","SURGE ENTERTAINMENT BY   VIRGINIA BEACVA",Entertainment,-19.25,Posted
2024-11-25,"United Airlines Inflight Purchase","UA INFLT    01644515030  HOUSTON      TX",Air Travel,-10.00,Posted
2024-11-25,"United Airlines Inflight Purchase","UA INFLT    01644515030  HOUSTON      TX",Air Travel,-10.00,Posted
2024-11-25,"United Airlines Inflight Purchase","UA INFLT    01644515030  HOUSTON      TX",Air Travel,-10.00,Posted
2024-11-25,"United Airlines Inflight Purchase","UA INFLT    01644515030  HOUSTON      TX",Air Travel,-10.00,Posted
2024-11-25,"United Airlines Inflight Purchase","UA INFLT    01644515030  HOUSTON      TX",Air Travel,-10.00,Posted
2024-11-25,"Walgreens","WALGREENS STORE 9268 CH  MECHANICSVILLVA",Pharmacy,-4.59,Posted
2024-11-25,"Surge Entertainment by Virginia Beacva","SURGE ENTERTAINMENT BY   VIRGINIA BEACVA",Entertainment,-3.30,Posted
2024-11-25,"Hurricane Simulator","HURRICANE SIMULATOR      TAMPA        FL",Fast Food,-3.20,Posted
2024-11-25,"Hurricane Simulator","HURRICANE SIMULATOR      TAMPA        FL",Fast Food,-3.20,Posted
2024-11-25,"Pokémon Go","GOOGLE *Pokemon          855-836-3987 CA",Electronics & Software,-2.99,Posted
2024-11-22,"CenterPoint Energy","CPENERGY ENTEX   ENT ACH EB ***********7098",Utilities,-25.84,Posted
2024-11-22,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-10.37,Posted
2024-11-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********4284",Credit Card Payment,-122.00,Posted
2024-11-21,"USAA Credit Card","USAA CREDIT CARD PAYMENT    ***********2531",Credit Card Payment,-30.00,Posted
2024-11-21,"Bona Fitness and Wellne","BONA FITNESS AND WELLNE  713-977-2662 TX",Health & Fitness,-40.00,Posted
2024-11-21,"Amazon","AMAZON MKTPL*OY4P03H23   Amzn.com/billWA",Shopping,-16.99,Posted
2024-11-21,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-13.73,Posted
2024-11-20,"Robinhood","ROBINHOOD        Funds      ***********7009",Transfer,-100.00,Posted
2024-11-20,"Med Memorial Hermann","MED*MEMORIAL HERMANN     713-338-5502 TX",Doctor,-50.00,Posted
2024-11-20,"Shell","SHELL OIL 57541840906    KATY         TX",Gas,-25.07,Posted
2024-11-20,"Amazon","AMAZON MKTPL*5Q9WO1AM3   Amzn.com/billWA",Shopping,-24.89,Posted
2024-11-20,"Checkout","CHECKOUT #74             KATY         TX",Gas,-24.69,Posted
2024-11-20,"H-E-B","H-E-B #797               KATY         TX",Groceries,-16.80,Posted
2024-11-20,"Humble Grounds Coff","TST*HUMBLE GROUNDS COFF  Katy         TX",Groceries,-14.11,Posted
2024-11-20,"Amazon","AMZN Digital*SR7JF5IV3   888-802-3080 WA",Entertainment,-1.99,Posted
2024-11-19,"Little Hands Lea","LITTLE HANDS LEA 2819615495 ***********3991",Babysitter & Daycare,-255.00,Posted
2024-11-19,"Greenlight","GREENLIGHT       APP        ***********IGHT",Allowance,-20.00,Posted
2024-11-19,"The Social Pub","TST* THE SOCIAL PUB AND  KATY         TX",Alcohol & Bars,-49.31,Posted
2024-11-19,"Amazon","AMAZON MKTPL*G07DZ62K3   Amzn.com/billWA",Shopping,-19.47,Posted
2024-11-19,"Amazon","AMAZON MKTPL*7Y71Z8BN3   Amzn.com/billWA",Shopping,-18.98,Posted
2024-11-19,"Glaze Doughnuts","SQ *GLAZE DOUGHNUTS      Katy         TX",Fast Food,-8.70,Posted
2024-11-18,"Interest Paid","INTEREST PAID",Interest Income,0.03,Posted
2024-11-18,"United Wholesale Mortgage","UWM MORTGAGE     UWM MORTGA ***********0049",Mortgage & Rent,-3117.00,Posted
2024-11-18,"Barclaycard","BARCLAYCARD US   CREDITCARD ***********6696",Credit Card Payment,-256.93,Posted
